51309044101,ebb,260,188
51309057413,ebc,105,53
51309061858,caa,43,106
51309073400,gfe,5,210
51309084504,ace,221,58
51309093199,efb,67,68
51309104320,fab,234,13
51309127117,bdd,253,198
51309132454,eed,215,54
51309142053,ggb,289,379
51309149433,gcb,115,205
51309189080,gbc,79,40
51309190495,dag,150,82
51309193934,dac,207,259
51309197346,ecg,201,121
51309207273,dga,70,254
51309209783,cgb,122,229
51309257901,cbc,37,130
51309265276,fbb,99,71
51309266351,dfe,258,250
51309272168,fbc,133,163
51309287593,egc,5,232
51309295061,deg,202,39
51309305234,aed,224,92
51309323302,bfb,204,222
51309343456,ebe,74,120
51309348469,abb,284,59
51309360060,cff,268,241
51309361428,gge,127,13
51309368103,bfd,257,269
51309378838,ddb,255,158
51309379711,deb,43,162
51309380910,aad,147,178
51309382458,efd,16,249
51309411793,ceb,290,142
51309415666,fbf,29,169
51309418962,ccf,257,230
51309479165,ced,91,265
51309483527,ede,281,61
51309498507,bgf,64,73
51309499865,fca,170,80
51309500043,fef,55,159
51309511458,cad,142,237
51309529997,gec,135,75
51309533884,fff,255,80
51309542696,cfe,121,63
51309543081,ffb,237,272
51309569717,aac,160,237
51309571670,afb,21,221
51309608695,gbf,247,131
51309611230,abd,276,120
51309634601,ddd,252,18
51309655861,deb,105,170
51309658232,cfg,175,272
51309665754,gec,279,87
51309689920,dee,65,124
51309697795,gba,194,189
51309719041,fgg,283,117
51309751829,ccc,93,74
51309752442,ecd,139,63
51309827984,fcg,292,47
51309842805,egf,161,228
51309854076,fgb,206,251
51309862287,add,294,32
51309867055,feb,54,219
51309875572,dfd,291,290
51309894865,cdb,272,85
51309916492,bga,245,135
51309922036,eab,118,19
51309933181,fdg,81,72
51309938062,agf,160,172
51309956456,cfb,98,285
51309969165,fgg,261,113
51309983172,bca,56,118
51309991648,cbc,88,106
51310019447,cca,248,151
51310062469,afc,269,108
51310118466,aaa,81,326
51310128620,eaa,133,108
51310155131,egc,45,225
51310159466,aef,267,255
51310160106,gde,274,161
51310174549,cae,155,147
51310202918,ffd,253,170
51310212195,cab,11,51
51310247746,gea,266,242
51310249688,caa,47,97
51310279877,fcd,14,185
51310287877,cee,283,200
51310299381,fcg,251,46
51310299928,ega,223,149
51310306046,dca,258,62
51310395968,bga,159,160
51310434499,eag,133,185
51310445417,ebg,73,112
51310454284,gdf,279,14
51310456672,aag,173,142
51310461100,dbb,35,150
51310471789,baa,167,60
51310486027,bcb,185,105
51310494268,bdd,106,215
51310503196,gdf,226,14
51310503983,acd,7,202
51310544749,fbf,247,162
51310559214,edd,93,26
51310571567,ded,21,155
51310589947,dge,241,151
51310616859,egd,237,179
51310621965,aee,7,52
51310623038,bfe,119,157
51310649510,bde,291,15
51310653580,cgc,127,148
51310656938,afc,293,93
51310665038,bea,224,39
51310686981,bcg,226,43
51310699786,dfb,186,39
51310720088,agd,275,46
51310723313,afb,179,223
51310759212,bga,216,179
51310772300,gab,148,198
51310793525,bef,159,273
51310807064,abc,74,184
51310812685,dbe,74,77
51310815793,bcf,235,190
51310829803,efg,296,209
51310831964,afg,126,34
51310848944,dcb,293,348
51310853913,baf,50,178
51310855381,caf,153,112
51310855661,fbe,8,36
51310867057,gfd,164,136
51310873066,eba,85,261
51310900060,egg,139,129
51310901696,agc,241,273
51310904912,efb,296,67
51310905385,dee,294,105
51310907176,fdg,232,74
51310914673,ega,57,149
51310935933,gdg,92,286
51310942763,abe,28,150
51310949382,cec,133,110
51310953794,feg,256,190
51310975555,bfg,185,179
51310987569,dcg,16,260
51311026103,fcf,197,12
51311026803,ccf,140,193
51311047977,abg,22,183
51311058712,eec,128,145
51311069102,gab,262,209
51311075033,cbf,171,95
51311091797,ebf,65,177
51311096923,feg,132,216
51311120992,gdb,11,264
51311122557,bba,288,58
51311137156,ceg,57,80
51311177729,bdf,170,134
51311178848,bbc,164,25
51311196621,aeb,111,58
51311216628,bcc,33,148
51311253854,bda,114,231
51311259993,dgb,289,246
51311271201,egd,167,193
51311276369,fcb,238,9
51311278503,ece,221,193
51311282155,ecc,162,27
51311320783,edg,29,184
51311338668,cgd,115,166
51311355970,dea,298,49
51311370286,gce,222,202
51311378320,ecf,104,109
51311405124,ada,109,179
51311422448,cag,18,18
51311434482,ccd,239,91
51311442248,abb,106,51
51311444270,ggg,177,190
51311444441,gda,65,132
51311457699,cea,169,91
51311463016,afa,205,128
51311463804,ccf,273,198
51311481495,geb,224,135
51311486601,ccb,205,207
51311491776,dba,59,54
51311498233,dfg,58,126
51311500090,dfd,135,263
51311504280,fbd,135,231
51311527270,cgg,278,194
51311530995,cfe,130,65
51311535959,adb,28,52
51311536743,fgc,64,147
51311552736,ege,234,45
51311558497,cea,20,88
51311569664,abe,66,159
51311601716,dbg,12,131
51311617067,bbb,255,128
51311621545,bgg,94,92
51311638355,efg,292,206
51311651299,baf,197,176
51311660617,dcf,141,250
51311676435,ccg,203,154
51311722641,bde,273,14
51311735437,fgf,218,62
51311742794,ffc,187,161
51311749822,add,198,26
51311763001,bae,273,134
51311776213,egb,64,119
51311803022,faf,39,98
51311833980,abe,107,127
51311872318,dgc,159,131
51311879090,ega,259,172
51311887105,bbb,147,128
51311894367,cfa,31,5
51311974203,aca,150,47
51311991391,aec,157,131
51312001368,cfg,201,288
51312002534,gag,216,160
51312029704,gga,165,90
51312030770,beg,187,51
51312061259,bfc,264,211
51312078547,ceb,131,122
51312100510,caa,38,85
51312133176,bff,18,174
51312139208,bgd,81,62
51312145054,ddd,182,14
51312156482,fag,30,204
51312157763,fec,257,138
51312159351,dda,96,334
51312160165,cgf,190,42
51312174252,adc,175,152
51312175769,agb,93,209
51312196299,gfc,43,166
51312207710,dcc,139,287
51312243248,cde,117,46
51312246284,dcc,186,289
51312267715,bbc,265,25
51312290430,cda,154,115
51312295266,aea,51,215
51312311823,fac,276,144
51312337372,bgc,287,142
51312354659,gfb,149,110
51312356452,bfa,287,148
51312359024,dfe,15,267
51312373369,ddc,176,75
51312404104,bag,212,88
51312418795,adc,153,165
51312449330,ggc,74,67
51312474559,gef,94,153
51312481763,bge,128,60
51312484293,ffc,182,135
51312497598,fbc,78,153
51312514657,daa,104,61
51312520822,eba,131,279
51312522009,ecd,114,69
51312525477,eca,96,121
51312528033,dgf,287,198
51312547962,adf,60,99
51312557410,fea,229,286
51312572196,ded,254,170
51312573124,gea,186,203
51312576008,ege,254,45
51312577327,bbf,269,69
51312592456,ffg,109,200
51312679614,fee,281,157
51312686379,afe,118,134
51312694723,ceb,243,123
51312707504,aed,62,108
51312734027,gaf,214,221
51312771032,gab,177,238
51312781252,fff,107,80
51312810511,ead,113,124
51312811593,ddf,109,194
51312819751,gcf,245,15
51312829838,cag,215,16
51312830437,aab,189,266
51312862229,aeb,47,56
51312874452,edf,256,269
51312875905,gdb,219,258
51312878129,edc,261,227
51312880163,eee,202,138
51312889239,gcc,292,95
51312893539,bac,176,241
51312916075,fff,229,77
51312937065,bed,206,319
51312950739,cff,190,250
51312957939,ebe,45,104
51312959876,gba,148,177
51312970353,eff,218,44
51312973249,eda,44,313
51312992661,ccg,206,141
51312997127,afb,291,198
51313005115,ccf,184,196
51313009914,efc,148,31
51313011258,bcc,150,152
51313013697,daf,293,17
51313015371,dgg,197,296
51313015382,cce,69,146
51313041502,cae,107,135
51313042494,gbb,105,271
51313054548,eed,241,56
51313072280,dgf,225,209
51313087757,cba,24,155
51313097644,ece,32,177
51313107198,dfd,52,270
51313116221,ecb,188,185
51313120370,gea,33,229
51313138686,def,31,212
51313152128,gfb,278,122
51313155992,dad,79,259
51313157089,fge,253,173
51313189528,gaa,205,229
51313201134,cga,152,110
51313210370,eaa,152,114
51313211509,gca,151,229
51313232109,cac,152,194
51313236792,cac,152,221
51313283311,fac,286,152
51313284692,agb,13,211
51313299800,dae,123,54
51313301883,dbc,98,234
51313303501,aae,96,78
51313311130,bcg,173,38
51313332066,beg,200,52
51313337566,aga,216,231
51313399417,bac,258,214
51313409144,fgd,215,205
51313476334,gea,116,210
51313493950,fff,155,80
51313497003,fdc,178,208
51313509055,dce,221,13
51313516659,afa,95,136
51313523816,dfc,285,10
51313533929,edb,279,267
51313573085,gda,171,154
51313602266,edc,39,245
51313646080,edd,263,22
51313652236,cdd,20,121
51313677810,faa,243,256
51313689660,cfc,105,34
51313699521,aba,225,77
51313749652,dfg,163,122
51313752783,gfa,69,118
51313770387,bea,92,46
51313775720,edf,93,317
51313782025,cgf,87,47
51313782476,adg,296,35
51313788539,gdb,20,234
51313810508,gag,68,140
51313812815,egg,281,131
51313874869,cfc,293,32
51313883389,feg,131,192
51313907758,ebd,138,183
51313917333,fce,105,178
51313918123,afd,64,43
51313931283,gbb,43,281
51313981543,dbd,280,22
51314024811,dgd,59,141
51314071137,acc,254,232
51314074933,dbe,266,85
51314082884,gfg,190,69
51314083726,dgg,192,275
51314114797,ccf,211,166
51314119602,cbg,144,170
51314143178,ccc,153,66
51314147993,dba,63,54
51314150419,bdg,107,79
51314155642,eab,292,17
51314239401,bcf,15,222
51314263125,dgd,105,160
51314269201,eac,52,72
51314280481,ffd,32,136
51314289995,acf,243,72
51314327684,adc,214,150
51314330383,cca,236,128
51314336605,bec,44,173
51314347082,gcb,41,196
51314347237,fdf,14,66
51314350189,aec,259,121
51314355142,abe,24,135
51314417168,cgc,165,136
51314434682,bbg,292,130
51314462717,agd,187,46
51314467690,ffe,108,152
51314520360,fdb,190,250
51314521432,bac,253,203
51314526375,gae,82,67
51314539789,gbd,35,136
51314541471,fga,37,24
51314556611,ade,176,35
51314565329,gca,140,261
51314591141,faf,167,102
51314606739,ggd,41,207
51314627753,cbd,28,23
51314632912,abc,86,169
51314639667,fbg,173,31
51314640371,bgb,55,220
51314646264,aee,135,57
51314660088,gcb,44,176
51314664975,daa,150,59
51314696255,eeb,33,48
51314704539,cbb,184,152
51314708718,dea,8,43
51314738370,cfa,205,5
51314758622,bcd,114,100
51314775076,cge,252,263
51314779652,eag,244,172
51314793807,bec,156,138
51314802969,bge,31,63
51314814240,cdf,89,34
51314822215,ffb,152,225
51314850148,ddd,189,14
51314856586,gag,264,120
51314887759,egg,179,107
51314893670,baa,67,57
51314915203,gdd,221,333
51314942411,fad,187,154
51314952425,aaf,264,91
51314973386,adf,116,117
51314994898,gec,53,79
51314996431,gef,107,139
51314998537,dac,87,279
51315013232,eae,199,147
51315036437,bea,280,45
51315047337,gff,20,43
51315053314,bab,52,116
51315064071,cgd,234,152
51315080446,bca,221,135
51315081501,agg,226,191
51315134400,ffg,77,238
51315142469,gde,79,170
51315157830,ged,1,134
51315209317,bfe,211,138
51315216484,cbf,66,95
51315230098,cga,50,92
51315241291,efe,162,285
51315244777,eag,268,159
51315261045,dbc,141,201
51315261933,deb,74,198
51315268156,bee,200,136
51315301444,gfa,32,95
51315326210,dec,31,67
51315329155,aga,197,247
51315353234,gac,123,350
51315368556,ddb,177,131
51315401390,gec,28,72
51315410986,fea,147,331
51315414493,efd,8,281
51315434729,dbf,24,285
51315444450,add,149,27
51315447438,cdc,64,201
51315451462,ddg,181,71
51315457098,efa,206,75
51315487634,gbf,162,151
51315502101,ceb,119,115
51315526927,aeg,157,241
51315534024,deg,297,34
51315608010,fbe,110,41
51315611142,gaa,290,183
51315635858,fcc,49,58
51315642763,fef,262,184
51315651127,abd,89,115
51315663375,cef,175,194
51315663804,ece,152,203
51315675462,gcd,71,127
51315739753,abd,291,119
51315744908,ede,228,50
51315752007,abg,16,183
51315757169,gdg,7,280
51315757294,egc,294,267
51315761333,dde,98,107
51315767483,bbd,180,179
51315791363,acg,172,234
51315799148,eea,262,156
51315809395,fde,97,122
51315810439,cda,78,109
51315813334,cdd,66,127
51315846048,ggb,249,306
51315847599,fff,273,69
51315883502,ggf,17,5
51315889790,ega,197,154
51315894790,dba,34,49
51315910372,cfd,109,8
51315913594,fae,286,287
51315931201,gee,96,55
51315950880,gbe,13,174
51315953474,cdg,2,103
51315977729,afe,257,151
51315978432,ffa,112,191
51315986847,dbe,19,99
51316003087,fed,70,31
51316023915,dfa,220,104
51316046273,cdb,119,79
51316052462,eeg,41,136
51316064241,fca,232,71
51316090348,dcf,209,232
51316115987,dde,288,111
51316116081,dbc,248,217
51316129537,aff,69,51
51316140934,fcb,138,10
51316155019,aba,266,83
51316168315,cec,273,106
51316169830,eba,26,281
51316173444,adf,92,112
51316187173,dab,245,129
51316217563,aed,6,118
51316220387,egf,160,202
51316250134,dcg,269,301
51316258741,dce,97,13
51316270960,beb,246,240
51316323433,bbg,189,140
51316327121,bbg,83,161
51316350372,edg,147,185
51316365730,fgg,13,98
51316370239,eaf,59,111
51316382179,bfg,242,193
51316382741,bbe,123,286
51316386573,fce,57,197
51316396605,bfd,101,260
51316411728,ffd,10,112
51316418972,aed,75,115
51316421453,beg,56,53
51316424868,cff,287,262
51316426533,acb,281,135
51316444495,ced,143,265
51316464432,edb,47,229
51316491205,gfe,67,214
51316521943,geg,151,120
51316528680,fbd,218,231
51316539129,dcb,233,389
51316541964,egc,229,234
51316543813,feg,128,192
51316596111,fdd,293,152
51316601774,ebc,35,55
51316629515,cea,30,104
51316632204,age,234,72
51316662717,efb,184,69
51316695116,afe,151,126
51316697331,ddb,197,108
51316703562,fdf,110,64
51316733118,efb,256,76
51316735297,cgb,142,219
51316749731,bdc,228,8
51316750051,bad,139,154
51316762965,fgc,127,171
51316763485,gcb,199,142
51316773461,bec,65,117
51316777429,fcg,186,52
51316780046,gbg,6,45
51316780251,ebd,265,148
51316784549,cab,133,51
51316798537,fda,83,74
51316810102,fab,76,14
51316822968,gdb,75,241
51316867095,bdb,236,184
51316876568,abf,83,201
51316879567,aga,86,271
51316888110,ceg,69,78
51316901658,fcf,277,12
51316942458,dcf,44,225
51316974675,gad,12,70
51317010842,fdg,142,62
51317040443,bge,273,65
51317048067,eaf,292,127
51317075204,agg,188,154
51317085650,eef,185,100
51317095166,dgd,19,172
51317107142,fea,289,367
51317114922,dga,179,226
51317132520,bce,122,187
51317142481,aef,249,224
51317153716,dgb,54,277
51317167051,gfd,11,134
51317172739,agd,73,53
51317177317,gbf,90,138
51317182328,dff,36,20
51317201792,dea,124,50
51317203376,ebb,65,152
51317209860,dce,140,14
51317227704,aeg,182,255
51317249795,adb,36,52
51317305875,cab,141,55
51317344023,fgb,142,240
51317347885,bbg,104,132
51317372125,eeg,203,111
51317390986,bcd,132,84
51317408783,cbd,24,19
51317422963,cee,161,162
51317433612,eca,24,140
51317470362,gcg,250,20
51317473788,fba,52,10
51317479085,cbe,258,310
51317479631,bgf,159,86
51317493568,bfc,171,240
51317499163,eff,141,51
51317501153,bfd,276,247
51317520278,faf,158,119
51317534540,efg,51,232
51317543649,cbd,97,17
51317557033,gad,146,65
51317709422,ebb,281,121
51317748473,bfa,47,164
51317751577,bcb,184,121
51317759220,eee,234,113
51317759307,afc,152,100
51317765722,ggb,26,257
51317795423,cag,201,17
51317798391,gcc,168,78
51317807816,cad,177,258
